csvid,name,vanilla,base_sell_price,implemented_in_shandalar
1826,"Svyelunite Temple",,100,
1827,"Thallid",,120,
1828,"Thallid Devourer",,100,
1829,"Thelon's Chant",,100,
1830,"Thelon's Curse",,200,shandalar
1831,"Thelonite Druid",,100,shandalar
1832,"Thelonite Monk",,200,shandalar
1833,"Thorn Thallid",,65,
1834,"Thrull Champion",,272,shandalar
1835,"Thrull Retainer",,100,shandalar
1836,"Thrull Wizard",,100,
1837,"Tidal Flats",,150,
1838,"Tidal Influence",,100,
1839,"Tourach's Chant",,100,
1840,"Tourach's Gate",,1000,
1841,"Vodalian Mage",,45,shandalar
1842,"Vodalian Soldiers",vanilla,50,shandalar
1843,"Vodalian War Machine",,260,
1844,"Zelyon Sword",,200,
1845,"Adarkar Sentinel",,100,shandalar
1847,"Adarkar Wastes",,200,shandalar
1848,"Aegis of the Meek",,200,shandalar
1849,"Aggression",,100,
1850,"Altar of Bone",,320,
1851,"Amulet of Quoz",,200,
1852,"Anarchy",,100,shandalar
1853,"Arctic Foxes",,40,shandalar
1856,"Arcum's Whistle",,100,
1857,"Arenson's Aura",,200,
1858,"Armor of Faith",,100,shandalar
1859,"Arnjlot's Ascent",,200,
1860,"Ashen Ghoul",,100,
1861,"Aurochs",,67,shandalar
1862,"Avalanche",,100,shandalar
1863,"Balduvian Bears",vanilla,41,shandalar
1864,"Balduvian Conjurer",,100,shandalar
1865,"Balduvian Hydra",,200,
1867,"Barbarian Guides",,37,
1868,"Barbed Sextant",,83,
1869,"Baton of Morale",,100,shandalar
1870,"Battle Cry",,100,
1871,"Battle Frenzy",,200,
1872,"Binding Grasp",,100,shandalar
1873,"Black Scarab",,100,shandalar
1874,"Blessed Wine",,120,shandalar
1875,"Blizzard",,300,
1876,"Blue Scarab",,100,shandalar
1877,"Bone Shaman",,54,
1878,"Brand of Ill Omen",,500,
1880,"Brine Shaman",,40,
1881,"Brown Ouphe",,60,
1882,"Brushland",,200,shandalar
1883,"Burnt Offering",,40,
1886,"Celestial Sword",,200,shandalar
1889,"Chromatic Armor",,1000,
1890,"Chub Toad",,270,shandalar
1891,"Clairvoyance",,80,shandalar
1893,"Cold Snap",,100,
1894,"Cooperation",,100,shandalar
1896,"Curse of Marit Lage",,600,shandalar
1897,"Dance of the Dead",,100,shandalar
1898,"Demonic Consultation",,100,
1899,"Despotic Scepter",,200,shandalar
1900,"Diabolic Vision",,100,
1901,"Dire Wolves",,46,shandalar
1903,"Dreams of the Dead",,100,
1906,"Dwarven Armory",,1200,
1910,"Elemental Augury",,800,shandalar
1913,"Enduring Renewal",,600,shandalar
1914,"Energy Storm",,300,
1920,"Essence Vortex",,100,
1922,"Fiery Justice",,480,
1924,"Flame Spirit",,100,shandalar
1931,"Forgotten Lore",,100,
1935,"Freyalise Supplicant",,100,shandalar
1938,"Fumarole",,100,
1940,"Fyndhorn Bow",,100,shandalar
1942,"Fyndhorn Pollen",,1000,
1944,"Gangrenous Zombies",,103,shandalar
1948,"Giant Trap Door Spider",,100,shandalar
1949,"Glacial Chasm",,100,
1954,"Goblin Mutant",,100,shandalar
1956,"Goblin Ski Patrol",,120,
1960,"Green Scarab",,100,shandalar
1965,"Hecatomb",,1400,shandalar
1972,"Hymn of Rebirth",,100,shandalar
1975,"Iceberg",,100,
1976,"Icequake",,100,shandalar
1977,"Icy Prison",,600,
1978,"Illusionary Forces",,115,
1982,"Illusions of Grandeur",,600,
1988,"Jester's Cap",,200,
1989,"Jester's Mask",,200,
1992,"Juniper Order Druid",,30,shandalar
1994,"Karplusan Forest",,200,shandalar
1998,"Kjeldoran Dead",,225,shandalar
2003,"Kjeldoran Phalanx",vanilla,200,shandalar
2004,"Kjeldoran Royal Guard",,280,
2005,"Kjeldoran Skycaptain",vanilla,100,shandalar
2006,"Kjeldoran Skyknight",vanilla,30,shandalar
2007,"Kjeldoran Warrior",vanilla,60,shandalar
2008,"Krovikan Elementalist",,100,
2011,"Krovikan Vampire",,100,
2014,"Lava Burst",,60,
2023,"Márton Stromgald",,200,
2025,"Magus of the Unseen",,240,
2030,"Merieke Ri Berit",,300,
2032,"Meteor Shower",,40,
2036,"Minion of Leshrac",,360,shandalar
2037,"Minion of Tevesh Szat",,288,shandalar
2043,"Mudslide",,400,shandalar
2044,"Musician",,200,
2046,"Mystic Remora",,50,
2049,"Nature's Lore",,100,shandalar
2050,"Necropotence",,400,shandalar
2052,"Oath of Lim-Dûl",,1400,shandalar
2059,"Orcish Lumberjack",,120,
2063,"Pentagram of the Ages",,200,
2064,"Pestilence Rats",,33,shandalar
2066,"Pit Trap",,100,shandalar
2067,"Polar Kraken",,1048,
2068,"Portent",,40,
2069,"Pox",,480,shandalar
2075,"Ray of Command",,220,
2079,"Red Scarab",,100,shandalar
2083,"Runed Arch",,200,shandalar
2085,"Scaled Wurm",vanilla,50,shandalar
2088,"Seraph",,200,
2090,"Shield Bearer",vanilla,45,shandalar
2091,"Shield of the Ages",,100,
2095,"Skeleton Ship",,200,shandalar
2096,"Skull Catapult",,100,shandalar
2100,"Snow-Covered Forest",,40,shandalar
2101,"Snow-Covered Island",,40,shandalar
2102,"Snow-Covered Mountain",,40,shandalar
2103,"Snow-Covered Plains",,40,shandalar
2104,"Snow-Covered Swamp",,40,shandalar
2109,"Soldevi Simulacrum",,100,
2110,"Songs of the Damned",,120,shandalar
2111,"Soul Barrier",,100,
2115,"Spoils of Evil",,800,shandalar
2116,"Spoils of War",,400,
2117,"Staff of the Ages",,200,
2118,"Stampede",,880,shandalar
2123,"Stormbind",,1000,shandalar
2125,"Stunted Growth",,560,shandalar
2126,"Sulfurous Springs",,200,shandalar
2129,"Thermokarst",,100,shandalar
2133,"Time Bomb",,200,
2134,"Tinder Wall",,202,
2140,"Underground River",,200,shandalar
2142,"Urza's Bauble",,100,shandalar
2146,"Vibrating Sphere",,200,shandalar
2153,"Whalebone Glider",,100,shandalar
2154,"White Scarab",,100,shandalar
2156,"Wiitigo",,200,
2161,"Woolly Mammoths",,75,shandalar
2162,"Woolly Spider",,78,
2164,"Word of Undoing",,80,
2165,"Yavimaya Gnats",,100,shandalar
2166,"Zur's Weirding",,500,
2171,"Ambush Party",vanilla,30,shandalar
2189,"Cemetery Gate",vanilla,30,shandalar
2192,"Clockwork Steed",,27,
2193,"Clockwork Swarm",,27,
2197,"Dry Spell",,60,shandalar
2210,"Greater Werewolf",,43,
2216,"Joven's Ferrets",,60,
2224,"Marjhan",,536,
2231,"Retribution",,100,shandalar
2238,"Sea Sprite",vanilla,100,shandalar
2240,"Sengir Bats",,37,shandalar
2245,"Shrink",,80,shandalar
2247,"Trade Caravan",,60,
2250,"Willow Faerie",vanilla,33,shandalar
2255,"Arcane Denial",,140,shandalar
2256,"Ashnod's Cylix",,248,
2259,"Balduvian Dead",,100,shandalar
2260,"Balduvian Trading Post",,200,
2262,"Bestial Fury",,100,
2263,"Bounty of the Hunt",,100,
2264,"Browse",,100,
2268,"Chaos Harlequin",,628,
2269,"Contagion",,100,
2270,"Death Spark",,100,
2271,"Diminishing Returns",,480,shandalar
2272,"Diseased Vermin",,100,
2274,"Elvish Bard",,100,
2275,"Elvish Spirit Guide",,100,
2276,"Energy Arc",,100,
2279,"Exile",,800,shandalar
2281,"Fatal Lore",,400,
2282,"Feast or Famine",,240,
2285,"Force of Will",,100,
2288,"Gargantuan Gorilla",,524,
2291,"Gorilla Chieftain",,81,shandalar
2292,"Gorilla Shaman",,60,
2293,"Gorilla War Cry",,120,
2295,"Hail Storm",,100,shandalar
2296,"Heart of Yavimaya",,200,
2297,"Helm of Obedience",,248,
2298,"Inheritance",,100,
2300,"Ivory Gargoyle",,200,
2301,"Juniper Order Advocate",,100,shandalar
2302,"Keeper of Tresserhorn",,344,
2303,"Kjeldoran Escort",vanilla,45,shandalar
2304,"Kjeldoran Home Guard",,100,
2305,"Kjeldoran Outpost",,200,
2307,"Krovikan Horror",,268,
2309,"Lake of the Dead",,200,
2310,"Lat-Nam's Legacy",,140,shandalar
2311,"Library of Lat-Nam",,480,
2312,"Lim-Dûl's Paladin",,100,
2313,"Lim-Dûl's Vault",,100,
2315,"Lord of Tresserhorn",,1068,shandalar
2317,"Misfortune",,400,
2321,"Nature's Blessing",,100,
2322,"Nature's Chosen",,100,
2324,"Noble Steeds",,200,shandalar
2326,"Phantasmal Fiend",,48,
2328,"Phelddagrif",,460,
2329,"Phyrexian Boon",,125,shandalar
2330,"Phyrexian Devourer",,924,
2332,"Phyrexian War Beast",,78,shandalar
2333,"Primitive Justice",,100,
2334,"Pyrokinesis",,100,
2335,"Reinforcements",,100,
2336,"Reprisal",,120,shandalar
2337,"Ritual of the Machine",,480,
2338,"Rogue Skycaptain",,312,
2342,"Scars of the Veteran",,100,
2345,"Sheltered Valley",,200,shandalar
2346,"Shield Sphere",,100,
2347,"Sol Grail",,100,shandalar
2349,"Soldevi Digger",,248,
2350,"Soldevi Excavations",,200,
2355,"Soldier of Fortune",,100,shandalar
2356,"Spiny Starfish",,100,
2357,"Splintering Wind",,1000,
2363,"Surge of Strength",,100,
2364,"Sustaining Spirit",,200,
2365,"Swamp Mosquito",,30,
2367,"Taste of Paradise",,100,
2368,"Thawing Glaciers",,200,
2369,"Thought Lash",,1000,
2371,"Tornado",,1200,
2373,"Unlikely Alliance",,100,
2376,"Varchild's War-Riders",,840,
2381,"Whip Vine",,52,
2382,"Whirling Catapult",,100,shandalar
2385,"Yavimaya Ants",,100,
2386,"Abyssal Hunter",,200,shandalar
2387,"Acidic Dagger",,200,
2388,"Afiya Grove",,300,shandalar
2389,"Afterlife",,100,shandalar
2392,"Aleatory",,100,
2393,"Amber Prison",,200,
2394,"Amulet of Unmaking",,200,shandalar
2397,"Armorer Guildmage",,60,shandalar
2398,"Ashen Powder",,400,shandalar
2399,"Auspicious Ancestor",,252,shandalar
2401,"Bad River",,100,shandalar
2402,"Barbed Foliage",,100,shandalar
2405,"Basalt Golem",,100,
2407,"Bazaar of Wonders",,600,shandalar
2408,"Benevolent Unicorn",,75,
2409,"Benthic Djinn",,648,shandalar
2415,"Bone Harvest",,180,
2416,"Bone Mask",,200,
2420,"Burning Palm Efreet",,100,shandalar
2421,"Burning Shield Askari",,65,shandalar
2422,"Cadaverous Knight",,126,shandalar
2423,"Canopy Dragon",,492,
2424,"Carrion",,560,
2425,"Catacomb Dragon",,328,
2428,"Chaosphere",,400,shandalar
2429,"Charcoal Diamond",,100,shandalar
2430,"Chariot of the Sun",,100,shandalar
2431,"Choking Sands",,80,shandalar
2433,"Circle of Despair",,1200,
2434,"Civic Guildmage",,60,shandalar
2439,"Crimson Hellkite",,348,shandalar
2442,"Crystal Golem",,100,
2443,"Crystal Vein",,100,
2450,"Discordant Spirit",,208,shandalar
2452,"Dissipate",,100,shandalar
2453,"Divine Retribution",,480,shandalar
2455,"Dream Cache",,100,
2456,"Dream Fighter",,30,
2457,"Dwarven Miner",,100,shandalar
2459,"Early Harvest",,720,shandalar
2462,"Elixir of Vitality",,100,shandalar
2463,"Emberwilde Caliph",,692,
2464,"Emberwilde Djinn",,336,
2465,"Energy Bolt",,480,
2473,"Femeref Archers",,100,shandalar
2475,"Femeref Knight",,46,shandalar
2480,"Fire Diamond",,100,shandalar
2482,"Flash",,640,shandalar
2483,"Flood Plain",,100,shandalar
2484,"Floodgate",,100,shandalar
2485,"Forbidden Crypt",,600,
2486,"Forsaken Wastes",,800,
2487,"Frenetic Efreet",,208,
2490,"Goblin Elite Infantry",,62,shandalar
2491,"Goblin Scouts",,100,shandalar
2492,"Goblin Soothsayer",,100,shandalar
2493,"Goblin Tinkerer",,50,shandalar
2494,"Granger Guildmage",,90,shandalar
2495,"Grasslands",,100,shandalar
2498,"Grim Feast",,400,
2500,"Hakim, Loreweaver",,200,
2502,"Harbinger of Night",,252,shandalar
2504,"Harmattan Efreet",,100,shandalar
2506,"Hazerider Drake",vanilla,100,shandalar
2507,"Hivis of the Scale",,420,shandalar
2511,"Illumination",,100,shandalar
2513,"Ivory Charm",,80,
2515,"Jolrael's Centaur",,65,shandalar
2517,"Jungle Patrol",,300,
2519,"Jungle Wurm",,80,
2523,"Karoo Meerkat",vanilla,100,shandalar
2524,"Kukemssa Pirates",,200,
2529,"Lion's Eye Diamond",,200,
2530,"Locust Swarm",,100,shandalar
2531,"Lure of Prey",,960,shandalar
2532,"Malignant Growth",,600,
2537,"Marble Diamond",,100,shandalar
2539,"Melesse Spirit",vanilla,100,shandalar
2543,"Mindbender Spores",,200,
2545,"Misers' Cage",,200,shandalar
2546,"Mist Dragon",,328,
2547,"Moss Diamond",,100,shandalar
2548,"Mountain Valley",,100,shandalar
2549,"Mtenda Griffin",,100,shandalar
2550,"Mtenda Herder",,90,shandalar
2551,"Mtenda Lion",,135,
2552,"Natural Balance",,480,
2555,"Null Chamber",,500,
2557,"Paupers' Cage",,200,shandalar
2558,"Phyrexian Dreadnought",,7084,shandalar
2559,"Phyrexian Purge",,560,
2560,"Phyrexian Tribute",,320,
2561,"Phyrexian Vault",,100,shandalar
2562,"Political Trickery",,320,
2563,"Polymorph",,640,
2564,"Preferred Selection",,600,
2565,"Prismatic Boon",,100,shandalar
2568,"Psychic Transfer",,480,shandalar
2569,"Purgatory",,1200,
2570,"Purraj of Urborg",,208,shandalar
2572,"Quirion Elves",,40,
2575,"Rashida Scalebane",,348,shandalar
2577,"Razor Pendulum",,200,shandalar
2578,"Reality Ripple",,140,
2580,"Reflect Damage",,1040,
2581,"Reign of Chaos",,100,
2583,"Reparations",,600,shandalar
2587,"Rocky Tar Pit",,100,shandalar
2590,"Sacred Mesa",,1200,shandalar
2592,"Sandbar Crocodile",,90,
2594,"Savage Twister",,100,shandalar
2597,"Sealed Fate",,100,
2600,"Seeds of Innocence",,400,shandalar
2601,"Serene Heart",,160,shandalar
2602,"Sewer Rats",,270,shandalar
2603,"Shadow Guildmage",,120,shandalar
2605,"Shallow Grave",,560,shandalar
2606,"Shaper Guildmage",,60,shandalar
2608,"Shauku, Endbringer",,360,shandalar
2609,"Shimmer",,600,
2610,"Sidar Jabari",,200,shandalar
2612,"Skulking Ghost",,90,
2613,"Sky Diamond",,100,shandalar
2617,"Soulshriek",,80,shandalar
2618,"Spatial Binding",,100,
2619,"Spectral Guardian",,324,shandalar
2622,"Subterranean Spirit",,200,shandalar
2623,"Superior Numbers",,100,
2625,"Tainted Specter",,200,
2626,"Taniwha",,748,
2627,"Teeka's Dragon",,432,shandalar
2629,"Teferi's Drake",,56,
2630,"Teferi's Imp",,200,
2631,"Teferi's Isle",,200,
2632,"Telim'Tor",,200,shandalar
2633,"Telim'Tor's Darts",,100,shandalar
2635,"Thirst",,100,shandalar
2637,"Tombstone Stairwell",,600,
2639,"Tranquil Domain",,160,shandalar
2641,"Uktabi Faerie",,40,shandalar
2642,"Uktabi Wildcats",,200,shandalar
2643,"Unerring Sling",,100,shandalar
2644,"Unfulfilled Desires",,800,shandalar
2648,"Vaporous Djinn",,100,
2649,"Ventifact Bottle",,200,
2650,"Viashino Warrior",vanilla,35,shandalar
2651,"Vigilant Martyr",,100,
2652,"Village Elder",,60,shandalar
2653,"Waiting in the Weeds",,320,shandalar
2654,"Wall of Corpses",,37,
2655,"Wall of Resistance",,45,
2656,"Wall of Roots",,140,
2658,"Warping Wurm",,200,
2662,"Withering Boon",,100,
2663,"Yare",,640,
2665,"Zhalfirin Commander",,100,shandalar
2666,"Zhalfirin Knight",,65,shandalar
2667,"Zirilan of the Claw",,348,shandalar
2669,"Aku Djinn",,808,shandalar
2670,"Anvil of Bogardan",,500,
2671,"Army Ants",,100,shandalar
2673,"Blanket of Night",,100,
2674,"Bogardan Phoenix",,200,
2675,"Brass-Talon Chimera",,100,
2677,"Breezekeeper",,136,
2679,"Bull Elephant",,115,shandalar
2680,"Chronatog",,1800,shandalar
2682,"Cloud Elemental",,78,shandalar
2683,"Coral Atoll",,100,shandalar
2684,"Corrosion",,400,
2688,"Desertion",,1040,shandalar
2690,"Diamond Kaleidoscope",,200,
2691,"Dormant Volcano",,100,shandalar
2692,"Dragon Mask",,100,
2693,"Dream Tides",,100,shandalar
2695,"Elephant Grass",,100,
2698,"Emerald Charm",,80,
2699,"Equipoise",,400,
2700,"Everglades",,100,shandalar
2701,"Eye of Singularity",,500,shandalar
2702,"Fallen Askari",,87,shandalar
2703,"Femeref Enchantress",,200,
2705,"Fireblast",,340,
2706,"Firestorm Hellkite",,748,
2707,"Flooded Shoreline",,1000,shandalar
2708,"Forbidden Ritual",,400,
2710,"Funeral Charm",,100,
2712,"Goblin Recruiter",,100,shandalar
2714,"Gossamer Chains",,250,
2715,"Griffin Canyon",,200,
2716,"Guiding Spirit",,224,shandalar
2717,"Hearth Charm",,80,
2719,"Helm of Awakening",,100,
2722,"Impulse",,180,
2723,"Infantry Veteran",,90,shandalar
2725,"Iron-Heart Chimera",,100,
2726,"Jamuraan Lion",,45,shandalar
2727,"Juju Bubble",,100,
2728,"Jungle Basin",,100,shandalar
2729,"Kaervek's Spite",,880,
2730,"Karoo",,100,shandalar
2731,"Katabatic Winds",,400,
2732,"Keeper of Kookus",,60,shandalar
2734,"Knight of Valor",,46,shandalar
2735,"Knight of the Mists",,46,shandalar
2736,"Kookus",,1440,shandalar
2738,"Lead-Belly Chimera",,100,
2740,"Lightning Cloud",,600,shandalar
2741,"Magma Mine",,100,
2743,"Miraculous Recovery",,100,shandalar
2746,"Mundungu",,100,
2748,"Natural Order",,640,
2749,"Necromancy",,100,
2750,"Necrosavant",,340,
2753,"Panther Warriors",vanilla,45,shandalar
2754,"Parapet",,75,shandalar
2757,"Pillar Tombs of Aku",,500,shandalar
2758,"Pygmy Hippo",,348,
2760,"Quicksand",,100,
2762,"Quirion Ranger",,90,shandalar
2764,"Rainbow Efreet",,200,
2767,"Resistance Fighter",,60,shandalar
2768,"Retribution of the Meek",,480,shandalar
2769,"Righteous Aura",,150,
2770,"Righteous War",,500,shandalar
2771,"Rock Slide",,270,shandalar
2772,"Rowen",,400,
2773,"Sands of Time",,200,
2774,"Shimmering Efreet",,100,
2776,"Simoon",,100,shandalar
2778,"Snake Basket",,200,shandalar
2783,"Squandered Resources",,600,
2784,"Stampeding Wildebeests",,100,shandalar
2785,"Suleiman's Legacy",,300,shandalar
2786,"Summer Bloom",,100,
2788,"Suq'Ata Assassin",,100,
2789,"Suq'Ata Lancer",,65,shandalar
2792,"Tar Pit Warrior",,105,
2793,"Teferi's Honor Guard",,100,
2794,"Teferi's Realm",,400,
2795,"Tempest Drake",vanilla,100,shandalar
2796,"Three Wishes",,640,
2798,"Tin-Wing Chimera",,100,
2799,"Tithe",,240,shandalar
2801,"Undiscovered Paradise",,200,
2802,"Undo",,100,shandalar
2806,"Viashivan Dragon",,2424,shandalar
2809,"Wand of Denial",,500,
2810,"Warthog",vanilla,56,shandalar
2811,"Waterspout Djinn",,100,shandalar
2813,"Wind Shear",,100,shandalar
2814,"Zhalfirin Crusader",,336,
2820,"Dread Reaper",,308,shandalar
2821,"Ebon Dragon",,208,shandalar
2822,"Endless Cockroaches",,200,shandalar
2823,"Final Strike",,400,
2826,"King's Assassin",,200,shandalar
2827,"Mercenary Knight",,364,shandalar
2832,"Serpent Assassin",,200,shandalar
2833,"Skeletal Crocodile",vanilla,32,shandalar
2840,"Wicked Pact",,320,shandalar
2844,"Cloud Dragon",,240,shandalar
2845,"Cloud Pirates",,60,shandalar
2846,"Command of Unsummoning",,100,
2847,"Cruel Fate",,480,
2849,"Déjà Vu",,80,shandalar
2853,"Mystic Denial",,100,shandalar
2854,"Omen",,60,
2855,"Owl Familiar",,40,shandalar
2859,"Thing from the Deep",,432,shandalar
2862,"Alluring Scent",,320,
2863,"Bee Sting",,100,shandalar
2864,"Deep Wood",,100,
2865,"Elite Cat Warrior",vanilla,56,shandalar
2867,"Jungle Lion",vanilla,50,shandalar
2870,"Plant Elemental",,100,shandalar
2879,"Devastation",,640,shandalar
2880,"Fire Dragon",,240,shandalar
2881,"Fire Imp",,100,shandalar
2888,"Last Chance",,240,
2890,"Lizard Warrior",vanilla,35,shandalar
2891,"Minotaur Warrior",vanilla,37,shandalar
2892,"Pillaging Horde",,384,
2899,"Breath of Life",,100,shandalar
2901,"Devoted Hero",vanilla,50,shandalar
2905,"Gift of Estates",,100,shandalar
2906,"Harsh Justice",,640,
2909,"Regal Unicorn",vanilla,37,shandalar
2912,"Spiritual Guardian",,208,shandalar
2918,"Temporary Truce",,240,
2922,"Abeyance",,480,
2923,"Abjure",,40,
2924,"Aboroth",,616,
2925,"Abyssal Gatekeeper",,80,shandalar
2926,"Agonizing Memories",,100,shandalar
2927,"Alabaster Dragon",,328,shandalar
2928,"Alms",,100,
2929,"Ancestral Knowledge",,400,
2930,"Angelic Renewal",,100,
2933,"Argivian Find",,100,shandalar
2934,"Argivian Restoration",,100,shandalar
2935,"Æther Flash",,100,shandalar
2936,"Aura of Silence",,100,
2938,"Barishi",,100,shandalar
2939,"Barrow Ghoul",,157,
2940,"Benalish Infantry",vanilla,45,shandalar
2942,"Betrothed of Fire",,150,
2943,"Bösium Strip",,200,
2944,"Bloodrock Cyclops",,90,shandalar
2945,"Blossoming Wreath",,80,shandalar
2948,"Bone Dancer",,1008,
2949,"Briar Shield",,100,shandalar
2950,"Bubble Matrix",,200,shandalar
2951,"Chimeric Sphere",,100,
2954,"Circling Vultures",,100,
2957,"Cone of Flame",,100,
2958,"Debt of Loyalty",,720,
2961,"Dingus Staff",,100,
2962,"Disrupt",,120,shandalar
2963,"Doomsday",,240,
2964,"Downdraft",,100,shandalar
2965,"Dwarven Berserker",,240,shandalar
2966,"Dwarven Thaumaturgist",,200,
2967,"Empyrial Armor",,125,shandalar
2968,"Ertai's Familiar",,248,
2969,"Fallow Wurm",,100,shandalar
2972,"Festering Evil",,100,shandalar
2973,"Fire Whip",,200,
2974,"Firestorm",,560,
2976,"Flux",,80,
2977,"Fog Elemental",,144,
2979,"Gaea's Blessing",,100,
2980,"Gallowbraid",,720,
2981,"Gemstone Mine",,100,
2982,"Gerrard's Wisdom",,100,shandalar
2983,"Goblin Bomb",,1200,
2984,"Goblin Grenadiers",,100,
2986,"Goblin Vandal",,180,
2987,"Harvest Wurm",,100,shandalar
2988,"Haunting Misery",,80,
2989,"Heart of Bogardan",,600,
2991,"Hidden Horror",,100,shandalar
2993,"Infernal Tribute",,800,shandalar
2994,"Inner Sanctum",,300,
2995,"Jabari's Banner",,100,shandalar
2999,"Liege of the Hollows",,252,shandalar
3001,"Llanowar Sentinel",,56,shandalar
3002,"Lotus Vale",,200,shandalar
3006,"Maraxus of Keld",,200,shandalar
3008,"Merfolk Traders",,50,shandalar
3009,"Mind Stone",,41,
3011,"Mistmoon Griffin",,100,shandalar
3012,"Morinfen",,420,
3015,"Nature's Resurgence",,560,shandalar
3016,"Necratog",,100,shandalar
3019,"Odylic Wraith",,100,shandalar
3020,"Ophidian",,270,
3021,"Orcish Settlers",,100,
3022,"Paradigm Shift",,200,shandalar
3023,"Peacekeeper",,200,shandalar
3024,"Pendrell Mists",,600,shandalar
3026,"Phyrexian Furnace",,100,
3027,"Psychic Vortex",,800,
3030,"Relearn",,100,shandalar
3031,"Revered Unicorn",,100,
3033,"Rogue Elephant",,180,shandalar
3035,"Scorched Ruins",,200,shandalar
3036,"Serenity",,600,shandalar
3037,"Serrated Biskelion",,100,shandalar
3039,"Shattered Crypt",,100,shandalar
3041,"Southern Paladin",,216,shandalar
3042,"Spinning Darkness",,340,
3043,"Steel Golem",,100,
3044,"Strands of Night",,100,shandalar
3045,"Straw Golem",,100,shandalar
3046,"Sylvan Hierophant",,100,shandalar
3047,"Tariff",,240,
3048,"Teferi's Veil",,100,
3051,"Thran Tome",,200,
3052,"Thunderbolt",,180,
3053,"Thundermare",,408,shandalar
3056,"Tolarian Entrancer",,200,
3057,"Tolarian Serpent",,372,shandalar
3058,"Touchstone",,100,shandalar
3059,"Tranquil Grove",,1000,shandalar
3060,"Uktabi Efreet",,84,
3061,"Urborg Justice",,560,shandalar
3062,"Urborg Stalker",,208,shandalar
3063,"Veteran Explorer",,100,
3064,"Vitalize",,80,shandalar
3065,"Vodalian Illusionist",,100,
3066,"Volunteer Reserves",,100,
3067,"Wave of Terror",,500,
3069,"Winding Canyons",,200,
3070,"Xanthic Statue",,200,
3071,"Zombie Scavengers",,90,shandalar
3072,"Abandon Hope",,100,
3073,"Advance Scout",,90,
3074,"Aftershock",,80,shandalar
3075,"Altar of Dementia",,248,
3076,"Aluren",,1400,
3077,"Ancient Runes",,100,
3078,"Ancient Tomb",,100,shandalar
3080,"Anoint",,80,
3082,"Apocalypse",,640,shandalar
3083,"Armor Sliver",,100,
3084,"Armored Pegasus",vanilla,33,shandalar
3086,"Barbed Sliver",,100,
3087,"Bayou Dragonfly",vanilla,40,shandalar
3090,"Blood Frenzy",,120,
3094,"Broken Fall",,200,
3095,"Caldera Lake",,200,shandalar
3097,"Carrionette",,200,
3099,"Charging Rhino",,100,
3103,"Clergy en-Vec",,40,shandalar
3104,"Clot Sliver",,40,
3106,"Coffin Queen",,240,
3108,"Cold Storage",,200,
3109,"Commander Greven il-Vec",,480,shandalar
3110,"Corpse Dance",,800,
3111,"Crazed Armodon",,216,
3113,"Cursed Scroll",,200,
3114,"Darkling Stalker",,324,shandalar
3115,"Dauthi Embrace",,100,shandalar
3116,"Dauthi Ghoul",,100,
3117,"Dauthi Horror",,70,shandalar
3118,"Dauthi Marauder",vanilla,40,shandalar
3119,"Dauthi Mercenary",,100,shandalar
3120,"Dauthi Mindripper",,100,
3121,"Dauthi Slayer",,87,shandalar
3123,"Dirtcowl Wurm",,208,shandalar
3124,"Dracoplasm",,628,
3126,"Dregs of Sorrow",,800,shandalar
3128,"Earthcraft",,1000,shandalar
3129,"Echo Chamber",,200,
3130,"Eladamri's Vineyard",,200,shandalar
3131,"Elven Warhounds",,200,
3132,"Emerald Medallion",,248,
3133,"Emmessi Tome",,200,shandalar
3135,"Energizer",,1884,
3136,"Enraging Licid",,100,
3138,"Escaped Shapeshifter",,280,
3139,"Essence Bottle",,100,
3141,"Extinction",,480,
3142,"Fevered Convulsions",,1000,
3143,"Field of Souls",,600,
3144,"Firefly",,100,shandalar
3147,"Flickering Ward",,100,
3150,"Flowstone Sculpture",,2964,
3152,"Fool's Tome",,200,shandalar
3157,"Gerrard's Battle Cry",,800,shandalar
3160,"Goblin Bombardment",,100,shandalar
3161,"Grindstone",,1000,
3163,"Hanna's Custody",,500,shandalar
3164,"Harrow",,100,
3166,"Heart Sliver",,60,shandalar
3168,"Heartwood Giant",,244,shandalar
3169,"Heartwood Treefolk",vanilla,100,shandalar
3170,"Helm of Possession",,200,
3173,"Humility",,500,
3176,"Interdict",,100,
3177,"Intuition",,800,
3178,"Invulnerability",,100,
3179,"Jackal Pup",,100,shandalar
3180,"Jet Medallion",,200,
3181,"Jinxed Idol",,332,
3182,"Kezzerdrix",,440,
3183,"Kindle",,180,shandalar
3184,"Knight of Dawn",,100,shandalar
3185,"Knight of Dusk",,100,
3186,"Krakilin",,100,shandalar
3187,"Leeching Licid",,100,
3188,"Legacy's Allure",,100,
3191,"Living Death",,720,
3192,"Lobotomy",,100,
3197,"Mana Severance",,240,
3199,"Marble Titan",,288,shandalar
3202,"Mindwhip Sliver",,100,
3203,"Minion of the Wastes",,200,
3204,"Mirri's Guile",,300,shandalar
3205,"Mnemonic Sliver",,100,
3207,"Mogg Conscripts",,131,
3209,"Mogg Raider",,60,
3211,"Mongrel Pack",,216,shandalar
3212,"Mounted Archers",,45,
3214,"Nature's Revolt",,600,
3215,"Needle Storm",,100,shandalar
3217,"Nurturing Licid",,100,
3220,"Orim's Prayer",,100,
3221,"Orim, Samite Healer",,360,
3222,"Overrun",,100,shandalar
